STATE,ACTIVATE,L_BRACE,R_BRACE,ACTION,IDENTIFIER,L_PAREN,R_PAREN,COMMA,CLUSTER,L_BRACKET,R_BRACKET,VOID,SEMICOLON,ASSIGN,INSTINCT,PULSE_LIT,PULSE,SPARK,STREAM,THOUGHT,NEURON,SYNAPSE,RECALL,FLOW,DORMANT,SENSE,EXPRESS,STIMULATE,INHIBIT,CYCLE,REACT,ECHO,EVALUATE,PATH,COLON,BASE,SPARK_LIT,STREAM_LIT,THOUGHT_LIT,NEURON_LIT,EXPONENT,INCREMENT,DECREMENT,LENGTH,TRANSCRIBE,TRUE,FALSE,PLUS_ASSIGN,MINUS_ASSIGN,MUL_ASSIGN,DIV_ASSIGN,MOD_ASSIGN,OR,XOR,AND,EQUAL_TO,NOT_EQUAL,GREATER,LESS,GREATER_EQ,LESS_EQ,PLUS,MINUS,STAR,SLASH,MOD,$,PROGRAM',PROGRAM,SUBROUTINE_LIST,SUBROUTINE,PARAMS,PARAM_LIST,PARAM_ITEM,REC_TYPE,DECLARATION,ID_DECL,ID_LIST,ID_INIT,CONST_DECL,CONST_LIST,CONST_INIT,CLUSTER_DECL,CLUSTER_LIST,CLUSTER_ITEM,CLUSTER_1D,1D_INIT,CLUSTER_1D_LIST,CLUSTER_2D,2D_INIT,CLUSTER_2D_LIST,DATA_TYPE,STATEMENT_LIST,STATEMENT,IO_STMT,CONDITIONAL_STMT,OPT_INHIBIT,LOOP_STMT,ECHO_INIT,SWITCH_STMT,CASE_LIST,CASE_ITEM,OPT_BASE,CASE_VALUE,ASSIGN_STMT,EXPR,LOGIC_OR,LOGIC_XOR,LOGIC_AND,REL_EQUAL,REL_EXPR,ADD_EXPR,MULT_EXPR,POW_EXPR,UNARY_EXPR,POSTFIX_EXPR,FACTOR,VARIABLE_ACCESS,SUBROUTINE_CALL,BUILTIN_CALL,ARG_LIST,ARGS,LITERAL,ASSIGN_OP,OR_OP,XOR_OP,AND_OP,RELEQ_OP,REL_OP,ADD_OP,MUL_OP,UNARY_OP
S459,,,,,,,,,,,R101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S460,,,,,,,,,,,R91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R91,R91,R91,S189,S188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S382,,,,
S461,,,,,,,,,,,R93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R93,R93,R93,R93,R93,S169,S170,S171,S168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S373,,,
S462,,,,,,,,,,,R89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R89,R89,S184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S380,,,,,
S463,,,,,,,,,,,S500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S464,,,,,,,,,,,R87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R87,S191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S383,,,,,,
S465,,,,,,,S501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S466,,,,,,S502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S467,,,S503,,S41,,,,,,,,,,S43,,S55,S31,S49,S36,S60,S29,S30,S34,S44,S58,S39,S48,,S45,S59,S27,S38,,,,,,,,,,,S28,S57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S32,S33,,,S47,,,S40,,,,,,,,,S46,,S50,S56,S52,,S37,,S35,,,,,S42,,,,,,,,,,,,,S53,S54,S51,,,,,,,,,,,,
S468,,,,,,,,,,,S504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S469,,,,,R24,R24,,,,,,,,,,R24,,,,,,,,,,,,,,,,,,,,,R24,R24,R24,R24,,R24,R24,R24,R24,R24,R24,,,,,,,,,,,,,,,R24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S470,,,,,,,,,,S115,,,,S117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S114,S116,S113,S110,S111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S505,,,,,,,,
S471,,,,,,,S506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S472,,,,,R28,R28,,,,,,,,,,R28,,,,,,,,,,,,,,,,,,,,,R28,R28,R28,R28,,R28,R28,R28,R28,R28,R28,,,,,,,,,,,,,,,R28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S473,,,,,,,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R116,R116,R116,,,,,,,,,,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S474,,,,,,,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R115,R115,R115,,,,,,,,,,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S475,,,,,,,R113,,,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R113,R113,R113,,,,,,,,,,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S476,,,,,,,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R117,R117,R117,,,,,,,,,,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S477,,,R77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S507,,S510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S509,S508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S478,,,,,,,R116,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R116,R116,R116,,,,,,,,,,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S479,,,,,,,R115,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R115,R115,R115,,,,,,,,,,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S480,,,,,,,R113,R113,,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R113,R113,R113,,,,,,,,,,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S481,,,,,,,R117,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R117,R117,R117,,,,,,,,,,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S482,,,S511,,S41,,,,,,,,,,S43,,S55,S31,S49,S36,S60,S29,S30,S34,S44,S58,S39,S48,,S45,S59,S27,S38,,,,,,,,,,,S28,S57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S32,S33,,,S47,,,S40,,,,,,,,,S46,,S50,S56,S52,,S37,,S35,,,,,S42,,,,,,,,,,,,,S53,S54,S51,,,,,,,,,,,,
S483,,,,,,,S512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S484,,,,,,,,R110,,,,,R110,,,,,,,,,,,,,,,,,,,,,,,,,,,,R110,R110,R110,,,,,,,,,,R110,R110,R110,R110,R110,R110,R110,R110,R110,R110,R110,R110,R110,R110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S485,,,,,,,,R95,,,,,R95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R95,R95,R95,R95,R95,R95,R95,R95,R95,S179,S180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S439,,
S486,,,,,,,,R99,,,,,R99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R99,R99,R99,R99,R99,R99,R99,R99,R99,R99,R99,R99,R99,R99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S487,,,,,,,S513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S488,,,,,,,,R97,,,,,R97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R97,R97,R97,R97,R97,R97,R97,R97,R97,R97,R97,S174,S176,S173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S437,
S489,,,,,,,,R101,,,,,R101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,R101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S490,,,,,,,,R91,,,,,R91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R91,R91,R91,S189,S188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S445,,,,
S491,,,,,,,,R93,,,,,R93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R93,R93,R93,R93,R93,S169,S170,S171,S168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S436,,,
S492,,,,,,,,R89,,,,,R89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R89,R89,S184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S443,,,,,
S493,,,,,,,,,,,S514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S494,,,,,,,,R87,,,,,R87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R87,S191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S446,,,,,,
S495,,,,,,,S515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S496,,,,,,,,R33,,S516,,,R33,S517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S497,,,S518,,S41,,,,,,,,,,S43,,S55,S31,S49,S36,S60,S29,S30,S34,S44,S58,S39,S48,,S45,S59,S27,S38,,,,,,,,,,,S28,S57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S32,S33,,,S47,,,S40,,,,,,,,,S46,,S50,S56,S52,,S37,,S35,,,,,S42,,,,,,,,,,,,,S53,S54,S51,,,,,,,,,,,,
S498,,,,,,,,,,,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R116,R116,R116,,,,,,,,,,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S499,,,,,,,,,,,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R115,R115,R115,,,,,,,,,,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S500,,,,,,,,,,R113,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R113,R113,R113,,,,,,,,,,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S501,,,,,,,,,,,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R117,R117,R117,,,,,,,,,,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S502,,,,,S144,S141,,,,,,,,,,S153,,,,,,,,,,,,,,,,,,,,,S140,S164,S152,S156,,S86,S72,S139,S161,S151,S162,,,,,,,,,,,,,,,S95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S519,S160,S154,S148,S150,S142,S145,S143,S157,S163,S147,S146,S158,S159,S155,,,S137,,,,,,,,,S149
S503,R4,,,R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S504,,,,,,,R10,R10,,S520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S505,,,,,S144,S141,,,,,,,,,,S153,,,,,,,,,,,,,,,,,,,,,S140,S164,S152,S156,,S86,S72,S139,S161,S151,S162,,,,,,,,,,,,,,,S95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S521,S160,S154,S148,S150,S142,S145,S143,S157,S163,S147,S146,S158,S159,S155,,,S137,,,,,,,,,S149
S506,,S522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S507,,,,,,,,,,,,,,,,S527,,,,,,,,,,,,,,,,,,,,,S525,S528,S526,S523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S524,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S508,,,S529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S509,,,R73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R73,,R73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S511,,,R67,,R67,,,,,,,,,,R67,,R67,R67,R67,R67,R67,R67,R67,R67,R67,R67,R67,R67,,R67,R67,R67,R67,,,,,,,,,,,R67,R67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S512,,,,,,,,R116,,,,,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,R116,R116,R116,,,,,,,,,,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,R116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S513,,,,,,,,R115,,,,,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,R115,R115,R115,,,,,,,,,,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,R115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S514,,,,,,,,R113,,R113,,,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,R113,R113,R113,,,,,,,,,,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,R113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S515,,,,,,,,R117,,,,,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,R117,R117,R117,,,,,,,,,,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,R117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S516,,,,,,,,,,,,,,,,S531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S517,,S533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S518,,,R66,,R66,,,,,,,,,,R66,,R66,R66,R66,R66,R66,R66,R66,R66,R66,R66,R66,R66,S535,R66,R66,R66,R66,,,,,,,,,,,R66,R66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S519,,,,,,,S536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S520,,,,,,,,,,,S537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S521,,,,,,,R85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S522,,,R50,,R50,,,,,,,,,,R50,,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,,R50,R50,R50,R50,,,,,,,,,,,R50,R50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S529,,,R72,,R72,,,,,,,,,,R72,,R72,R72,R72,R72,R72,R72,R72,R72,R72,R72,R72,R72,,R72,R72,R72,R72,,,,,,,,,,,R72,R72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S530,,,R50,,R50,,,,,,,,,,R50,,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,,R50,R50,R50,R50,,,,,,,,,,,R50,R50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S531,,,,,,,,,,,S541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S532,,,,,,,,R34,,,,,R34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S533,,,,,S547,S545,,,,,,,,,,S555,,,,,,,,,,,,,,,,,,,,,S544,S564,S554,S557,,S86,S72,S543,S562,S553,S561,,,,,,,,,,,,,,,S95,,,,,,,,,,,,,,,,,,,,,,,,,,S550,,,,,,,,,,,,,,,,,,,,,,,,S548,S546,S558,S563,S551,S549,S559,S560,S556,,,S542,,,,,,,,,S552
S534,,,R64,,R64,,,,,,,,,,R64,,R64,R64,R64,R64,R64,R64,R64,R64,R64,R64,R64,R64,,R64,R64,R64,R64,,,,,,,,,,,R64,R64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S535,,S565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S536,,,,,,,,,,,,,S566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S537,,,,,,,R11,R11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S538,,,S567,,S41,,,,,,,,,,S43,,S55,S31,S49,S36,S60,S29,S30,S34,S44,S58,S39,S48,,S45,S59,S27,S38,,,,,,,,,,,S28,S57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S32,S33,,,S47,,,S40,,,,,,,,,S46,,S50,S56,S52,,S37,,S35,,,,,S42,,,,,,,,,,,,,S53,S54,S51,,,,,,,,,,,,
S539,,,R50,,R50,,,,,,,,,,R50,,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,R50,,R50,R50,R50,R50,R50,,R50,,,,,,,,R50,R50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
