STATE,RULE,LOOKAHEAD,ACTION / GOTO,STATE(S) / RULE (R)
"S185","<variable_access> -> . IDENTIFIER","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (IDENTIFIER)","S73"
"S185","<subroutine_call> -> . IDENTIFIER L_PAREN <arg_list> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (IDENTIFIER)","S73"
"S185","<builtin_call> -> . LENGTH L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (LENGTH)","S67"
"S185","<builtin_call> -> . TRANSCRIBE L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (TRANSCRIBE)","S92"
"S185","<literal> -> . PULSE_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (PULSE_LIT)","S82"
"S185","<literal> -> . SPARK_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (SPARK_LIT)","S68"
"S185","<literal> -> . STREAM_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (STREAM_LIT)","S94"
"S185","<literal> -> . THOUGHT_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (THOUGHT_LIT)","S81"
"S185","<literal> -> . NEURON_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (NEURON_LIT)","S85"
"S185","<literal> -> . TRUE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (TRUE)","S80"
"S185","<literal> -> . FALSE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (FALSE)","S91"
"S185","<unary_op> -> . INCREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INCREMENT)","S86"
"S185","<unary_op> -> . DECREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DECREMENT)","S72"
"S185","<unary_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S95"
,,,,
"S186","<unary_expr> -> <unary_op> <unary_expr> .","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Reduce (<unary_expr>)","R103"
,,,,
"S187","<rel_equal> -> <rel_equal> <releq_op> . <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<rel_expr>)","S308"
"S187","<rel_expr> -> . <rel_expr> <rel_op> <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<rel_expr>)","S308"
"S187","<rel_expr> -> . <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<add_expr>)","S74"
"S187","<add_expr> -> . <add_expr> <add_op> <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, SEMICOLON, XOR","Goto (<add_expr>)","S74"
"S187","<add_expr> -> . <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, SEMICOLON, XOR","Goto (<mult_expr>)","S71"
"S187","<mult_expr> -> . <mult_expr> <mul_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<mult_expr>)","S71"
"S187","<mult_expr> -> . <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<unary_expr>)","S93"
"S187","<pow_expr> -> . <postfix_expr> EXPONENT <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S187","<pow_expr> -> . <postfix_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S187","<unary_expr> -> . <unary_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<unary_op>)","S78"
"S187","<unary_expr> -> . <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<pow_expr>)","S87"
"S187","<postfix_expr> -> . <postfix_expr> INCREMENT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S187","<postfix_expr> -> . <postfix_expr> DECREMENT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S187","<postfix_expr> -> . <factor>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<factor>)","S75"
"S187","<factor> -> . <variable_access>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<variable_access>)","S88"
"S187","<factor> -> . <literal>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<literal>)","S65"
"S187","<factor> -> . L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (L_PAREN)","S69"
"S187","<factor> -> . <subroutine_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<subroutine_call>)","S89"
"S187","<factor> -> . <builtin_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<builtin_call>)","S84"
"S187","<variable_access> -> . <variable_access> L_BRACKET <expr> R_BRACKET","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<variable_access>)","S88"
"S187","<variable_access> -> . IDENTIFIER","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (IDENTIFIER)","S73"
"S187","<subroutine_call> -> . IDENTIFIER L_PAREN <arg_list> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (IDENTIFIER)","S73"
"S187","<builtin_call> -> . LENGTH L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (LENGTH)","S67"
"S187","<builtin_call> -> . TRANSCRIBE L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (TRANSCRIBE)","S92"
"S187","<literal> -> . PULSE_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (PULSE_LIT)","S82"
"S187","<literal> -> . SPARK_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (SPARK_LIT)","S68"
"S187","<literal> -> . STREAM_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (STREAM_LIT)","S94"
"S187","<literal> -> . THOUGHT_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (THOUGHT_LIT)","S81"
"S187","<literal> -> . NEURON_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (NEURON_LIT)","S85"
"S187","<literal> -> . TRUE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (TRUE)","S80"
"S187","<literal> -> . FALSE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (FALSE)","S91"
"S187","<unary_op> -> . INCREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INCREMENT)","S86"
"S187","<unary_op> -> . DECREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DECREMENT)","S72"
"S187","<unary_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S95"
,,,,
"S188","<releq_op> -> NOT_EQUAL .","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Reduce (<releq_op>)","R139"
,,,,
"S189","<releq_op> -> EQUAL_TO .","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Reduce (<releq_op>)","R138"
,,,,
"S190","<logic_xor> -> <logic_xor> <xor_op> . <logic_and>","OR, SEMICOLON, XOR","Goto (<logic_and>)","S309"
"S190","<logic_and> -> . <logic_and> <and_op> <rel_equal>","AND, OR, SEMICOLON, XOR","Goto (<logic_and>)","S309"
"S190","<logic_and> -> . <rel_equal>","AND, OR, SEMICOLON, XOR","Goto (<rel_equal>)","S79"
"S190","<rel_equal> -> . <rel_equal> <releq_op> <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<rel_equal>)","S79"
"S190","<rel_equal> -> . <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<rel_expr>)","S70"
"S190","<rel_expr> -> . <rel_expr> <rel_op> <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<rel_expr>)","S70"
"S190","<rel_expr> -> . <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, SEMICOLON, XOR","Goto (<add_expr>)","S74"
"S190","<add_expr> -> . <add_expr> <add_op> <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, SEMICOLON, XOR","Goto (<add_expr>)","S74"
"S190","<add_expr> -> . <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, SEMICOLON, XOR","Goto (<mult_expr>)","S71"
"S190","<mult_expr> -> . <mult_expr> <mul_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<mult_expr>)","S71"
"S190","<mult_expr> -> . <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<unary_expr>)","S93"
"S190","<pow_expr> -> . <postfix_expr> EXPONENT <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S190","<pow_expr> -> . <postfix_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S190","<unary_expr> -> . <unary_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<unary_op>)","S78"
"S190","<unary_expr> -> . <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<pow_expr>)","S87"
"S190","<postfix_expr> -> . <postfix_expr> INCREMENT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S190","<postfix_expr> -> . <postfix_expr> DECREMENT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<postfix_expr>)","S76"
"S190","<postfix_expr> -> . <factor>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<factor>)","S75"
"S190","<factor> -> . <variable_access>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<variable_access>)","S88"
"S190","<factor> -> . <literal>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<literal>)","S65"
"S190","<factor> -> . L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (L_PAREN)","S69"
"S190","<factor> -> . <subroutine_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<subroutine_call>)","S89"
"S190","<factor> -> . <builtin_call>","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<builtin_call>)","S84"
"S190","<variable_access> -> . <variable_access> L_BRACKET <expr> R_BRACKET","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Goto (<variable_access>)","S88"
"S190","<variable_access> -> . IDENTIFIER","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, L_BRACKET, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (IDENTIFIER)","S73"
"S190","<subroutine_call> -> . IDENTIFIER L_PAREN <arg_list> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (IDENTIFIER)","S73"
"S190","<builtin_call> -> . LENGTH L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (LENGTH)","S67"
"S190","<builtin_call> -> . TRANSCRIBE L_PAREN <expr> R_PAREN","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (TRANSCRIBE)","S92"
"S190","<literal> -> . PULSE_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (PULSE_LIT)","S82"
"S190","<literal> -> . SPARK_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (SPARK_LIT)","S68"
"S190","<literal> -> . STREAM_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (STREAM_LIT)","S94"
"S190","<literal> -> . THOUGHT_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (THOUGHT_LIT)","S81"
"S190","<literal> -> . NEURON_LIT","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (NEURON_LIT)","S85"
"S190","<literal> -> . TRUE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (TRUE)","S80"
"S190","<literal> -> . FALSE","AND, DECREMENT, EQUAL_TO, EXPONENT, GREATER, GREATER_EQ, INCREMENT, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, SEMICOLON, SLASH, STAR, XOR","Shift (FALSE)","S91"
"S190","<unary_op> -> . INCREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (INCREMENT)","S86"
"S190","<unary_op> -> . DECREMENT","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (DECREMENT)","S72"
"S190","<unary_op> -> . PLUS","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Shift (PLUS)","S95"
,,,,
"S191","<xor_op> -> XOR .","DECREMENT, FALSE, IDENTIFIER, INCREMENT, LENGTH, L_PAREN, NEURON_LIT, PLUS, PULSE_LIT, SPARK_LIT, STREAM_LIT, THOUGHT_LIT, TRANSCRIBE, TRUE","Reduce (<xor_op>)","R136"
,,,,
"S192","<expr> -> . <logic_or>","R_BRACKET","Goto (<logic_or>)","S265"
"S192","<logic_or> -> . <logic_or> <or_op> <logic_xor>","OR, R_BRACKET","Goto (<logic_or>)","S265"
"S192","<logic_or> -> . <logic_xor>","OR, R_BRACKET","Goto (<logic_xor>)","S259"
"S192","<logic_xor> -> . <logic_xor> <xor_op> <logic_and>","OR, R_BRACKET, XOR","Goto (<logic_xor>)","S259"
"S192","<logic_xor> -> . <logic_and>","OR, R_BRACKET, XOR","Goto (<logic_and>)","S253"
"S192","<logic_and> -> . <logic_and> <and_op> <rel_equal>","AND, OR, R_BRACKET, XOR","Goto (<logic_and>)","S253"
"S192","<logic_and> -> . <rel_equal>","AND, OR, R_BRACKET, XOR","Goto (<rel_equal>)","S255"
"S192","<rel_equal> -> . <rel_equal> <releq_op> <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, R_BRACKET, XOR","Goto (<rel_equal>)","S255"
"S192","<rel_equal> -> . <rel_expr>","AND, EQUAL_TO, NOT_EQUAL, OR, R_BRACKET, XOR","Goto (<rel_expr>)","S247"
"S192","<rel_expr> -> . <rel_expr> <rel_op> <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, R_BRACKET, XOR","Goto (<rel_expr>)","S247"
"S192","<rel_expr> -> . <add_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, NOT_EQUAL, OR, R_BRACKET, XOR","Goto (<add_expr>)","S250"
"S192","<add_expr> -> . <add_expr> <add_op> <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, R_BRACKET, XOR","Goto (<add_expr>)","S250"
"S192","<add_expr> -> . <mult_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, NOT_EQUAL, OR, PLUS, R_BRACKET, XOR","Goto (<mult_expr>)","S248"
"S192","<mult_expr> -> . <mult_expr> <mul_op> <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_BRACKET, SLASH, STAR, XOR","Goto (<mult_expr>)","S248"
"S192","<mult_expr> -> . <unary_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_BRACKET, SLASH, STAR, XOR","Goto (<unary_expr>)","S268"
"S192","<pow_expr> -> . <postfix_expr> EXPONENT <pow_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_BRACKET, SLASH, STAR, XOR","Goto (<postfix_expr>)","S252"
"S192","<pow_expr> -> . <postfix_expr>","AND, EQUAL_TO, GREATER, GREATER_EQ, LESS, LESS_EQ, MINUS, MOD, NOT_EQUAL, OR, PLUS, R_BRACKET, SLASH, STAR, XOR","Goto (<postfix_expr>)","S252"
